sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	LocationinhostName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Cleistogamia holothuriana	RO:0002444	parasite of		Actinopyga mauritiana	Digestive tract	GEONAMES:1545739	NE Indian Ocean (Andaman Islands)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia holothuriana	RO:0002444	parasite of		Actinopyga echinites	Unspecified (endoparasitic)	GEONAMES:1545739	SW Indian Ocean (Madagascar: Nossy-Be)	-10	70		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia longicirrus	RO:0002444	parasite of		Stichopus chloronotus	Anterior to midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia longicirrus	RO:0002444	parasite of		Stichopus horrens	Anterior to midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia longicirrus	RO:0002444	parasite of		Stichopus variegatus	Anterior to midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia louftia	RO:0002444	parasite of		Holothuria	Unspecified (endoparasitic)	GEONAMES:9072759	Red Sea	28.78397	34.71545		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia pallii	RO:0002444	parasite of		Bohadschia argus	Anterior to midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia pulchura	RO:0002444	parasite of		Actinopyga echinites	Midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia pulchura	RO:0002444	parasite of		Actinopyga lecanora	Midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia pulchura	RO:0002444	parasite of		Actinopyga miliaris	Midpart of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cleistogamia pyriformis	RO:0002444	parasite of		Holothuria impatiens	Anterior part of digestive tract	GEONAMES:2164628	Great Barrier Reef (Australia)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Cystobia grassei	RO:0002444	parasite of		Holothuria stellati	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea (Banyuls)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia grassei	RO:0002444	parasite of		Holothuria tubulosa	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea (Banyuls)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia holothuriae	RO:0002444	parasite of		Holothuria stellati	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea (Banyuls)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia holothuriae	RO:0002444	parasite of		Holothuria tubulosa	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea (Banyuls)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia holothuriae	RO:0002444	parasite of		Holothuria stellati	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea (Naples)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia holothuriae	RO:0002444	parasite of		Holothuria tubulosa	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea (Naples)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia holothuriae	RO:0002444	parasite of		Holothuria stellati	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea (Nice)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia holothuriae	RO:0002444	parasite of		Holothuria tubulosa	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea (Nice)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia irregularis	RO:0002444	parasite of		Holothuria forskali	Hemal system	GEONAMES:2649991	English Channel (Plymouth)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia schneideri	RO:0002444	parasite of		Holothuria poli	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia schneideri	RO:0002444	parasite of		Holothuria stellati	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia schneideri	RO:0002444	parasite of		Holothuria tubulosa	Gut-associated hemal system; coelomic cavity	GEONAMES:363196	Mediterranean Sea	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Cystobia stichopi	RO:0002444	parasite of		Parastichopus tremulus	Radial hemal system (dorsal radius only)	GEONAMES:3143243	North Sea (Oslo Fjord)	59.34639	10.58972		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Desmote inops	RO:0002444	parasite of		Florometra serratissima	Digestive tract	GEONAMES:6141303	NE Pacifc (British Columbia: satellite Channel)	48.71634	-123.43593		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Desmote vorax	RO:0002444	parasite of		Heliometra glacialis	Unspecified (endoparasitic)	GEONAMES:630674	Barents Sea (Kola Bay)	74	36		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Diacolax cucumariae	RO:0002444	parasite of		Cucumaria mendax	Parasite protrudes outside host body with its rostrum deeply inserted into the holothuroid's coelomic cavity	GEONAMES:3358844	Southern Atlantic (51 > 10'S, 64>15'W)	-10	15		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Diphterostomum brusinae	RO:0002444	parasite of		Antedon mediterranea	Inside crinoid calyx (within connective tissue strings)	GEONAMES:363196	Mediterranean Sea (Marseille)	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Diplodina gonadipertha	RO:0002444	parasite of		Cucumaria frondosa	On and in gonads	GEONAMES:630674	Barents Sea (Kola Bay)	74	36		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Echinocephalus pseudouncinatus	RO:0002444	parasite of		Centrostephanus coronata	Gonads	GEONAMES:4030875	E Pacific (Southern California: Santa Catalina Island)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Echinocephalus pseudouncinatus	RO:0002444	parasite of		Arbacia punctulata	Gonad	GEONAMES:3411923	NW Atlantic (Woods Hole)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Enteroxenos bouvieri	RO:0002444	parasite of		Holothuria atra	Coelomic cavity	GEONAMES:4030483	Tropical W Pacific (New Caledonia)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Enteroxenos oestergeni	RO:0002444	parasite of		Parastichopus tremulus	Mostly hanging in coelomic, attached to esophagus, rarely to stomach or intestine.  Some live free in coelomic cavity	GEONAMES:2960848	North Sea (Scandinavian coast)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Enteroxenos parastichopoli	RO:0002444	parasite of		Parastichopus californicus	Hanging in coelomic cavity, attached to esophagus	GEONAMES:4030875	NE Pacifc (Washington: Pugnet Sound)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Entocolax chirodotae	RO:0002444	parasite of		Chirodota pellucida	Hanging in coelomic cavity, attached to body wall (anterior part)	GEONAMES:2038684	Sea of Japan	43.5	135.75		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Entocolax ludwigi	RO:0002444	parasite of		Myriotrokus rinki	Hanging in coelomic cavity, attached to body wall (anterior part)	GEONAMES:4031788	Behring Sea (Lorenx Bay)	60	-175		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Entocolax rimskykorascovi	RO:0002444	parasite of		Myriotrokus mitsukurii	Hanging in coelomic cavity, attached to intestine	GEONAMES:2038684	Sea of Japan	43.5	135.75		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Entocolax schiemenzi	RO:0002444	parasite of		Chirodota pisani	Hanging in coelomic cavity, attached to body wall	GEONAMES:4030483	SE Pacific (Chile: Calbuco)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Entocolax schwanwitschi	RO:0002444	parasite of		Myriotrochus eurycyclus	Hanging in coelomic cavity, attached to intestine	GEONAMES:630674	Barents Sea (Kola Bay)	74	36		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Entocolax trochodotae	RO:0002444	parasite of		Trochodota purpurea	Hanging in coelomic cavity, attached to body wall (anterior part)	GEONAMES:3358844	SW Atlantic (Falkland Islands)	-45	-15		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Entoconcha mirabilis	RO:0002444	parasite of		Oestergrenia digitata	Hanging in coelomic cavity, attached to ventral hemal vessel of intestine	GEONAMES:363196	Mediterranean Sea	35	20		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima eburnea	RO:0002444	parasite of		Astropyga pulvinata	Attached to oral side of body surface	GEONAMES:4030875	Tropical Indo-Pacific	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima eburnea	RO:0002444	parasite of		Astropyga radiata	Attached to oral side of body surface	GEONAMES:4030875	Tropical Indo-Pacific	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima eburnea	RO:0002444	parasite of		Chaetodiadema granulatum	Attached to oral side of body surface	GEONAMES:4030875	Tropical Indo-Pacific	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima eburnea	RO:0002444	parasite of		Heterocentrotus mammillatus	Attached to oral side of body surface	GEONAMES:4030875	Tropical Indo-Pacific	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima eburnea	RO:0002444	parasite of		Heterocentrotus trigonana	Attached to oral side of body surface	GEONAMES:4030875	Tropical Indo-Pacific	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima mittrei	RO:0002444	parasite of		Diadema mexicanum	Attached to oral side of body surface		Circumtropical				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima mittrei	RO:0002444	parasite of		Diadema savignyi	Attached to oral side of body surface		Circumtropical				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima mittrei	RO:0002444	parasite of		Diadema setosum	Attached to oral side of body surface		Circumtropical				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima mittrei	RO:0002444	parasite of		Echinothrix calamaris	Attached to oral side of body surface		Circumtropical				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima mittrei	RO:0002444	parasite of		Echinothrix diadema	Attached to oral side of body surface		Circumtropical				doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima ponderi	RO:0002444	parasite of		Parasalenia gratiosa	Attached to peristome	GEONAMES:2164628	Tropical W Pacific (Great Barrier Reef)	-17.98722	146.76979		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euchineulima ponderi	RO:0002444	parasite of		Parasalenia gratiosa	Attached to peristome	GEONAMES:4030483	Tropical W Pacific (Lizard Island)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Eulima ptilocrinida	RO:0002444	parasite of		Ptilocrinus pinnatus	Proboscis deeply inserted in side of the crinnoid calix	GEONAMES:4030875	NE Pacific (off British Columbia)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Euplana takewakii	RO:0002444	parasite of		Ophioplocus japonicus	Bursae	GEONAMES:4030875	NW Pacific (Japan: Mitsui)	30	-170		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Faerla echinocardii	RO:0002444	parasite of		Echinocardium flavescens	Unspecified	GEONAMES:2960848	North Sea (Norwegian coast)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Fallacohospes inchoatus	RO:0002444	parasite of		Florometra serratissima	Digestive tract	GEONAMES:6141303	NE Pacifc (British Columbia: satellite Channel)	48.71634	-123.43593		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Fellodistomum fellis	RO:0002444	parasite of		Ophiura albida	In wall of digestive sac	GEONAMES:630674	Barents Sea (Kola Bay)	74	36		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Fellodistomum fellis	RO:0002444	parasite of		Ophiura sarsi	In wall of digestive sac	GEONAMES:630674	Barents Sea (Kola Bay)	74	36		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Fellodistomum fellis	RO:0002444	parasite of		Ophiura albida	In wall of digestive sac	GEONAMES:2960848	North Sea (Gullmarfjord)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Fellodistomum fellis	RO:0002444	parasite of		Ophiura sarsi	In wall of digestive sac	GEONAMES:2960848	North Sea (Gullmarfjord)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Fuscapex ophiocanthicola	RO:0002444	parasite of		Ophiocantha	Attached to body surface (oral side), covering bursal slits	GEONAMES:4030483	SW Pacific (off Kermadec Islands, deep sea)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Gasterosiphon deimatis	RO:0002444	parasite of		Deima blackei	In coelomic cavity; probuscis penetrates the intestine hemal system while siphon opens to outer medium across the host's body wall	GEONAMES:1281789	NE Indian Ocean (Bay of Bengal)	13.5392	87.6709		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Goniospora mercien	RO:0002444	parasite of		Labidoplax digitata	Gut-associated hemal system; coelomic cavity	GEONAMES:3037252	N.E. Atlantic (Arcachon Bay)	44.7	-1.15		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Goodinga varicosa	RO:0002444	parasite of		Capillaster multiradiatus	Attached to aboral side of arms	GEONAMES:4030483	NE Indian Ocean (New Guinea)	-45	-130		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Himasthla leptosoma	RO:0002444	parasite of		Leptosynapta galliennei	In body wall, at base of buccal tentacles; sometimes within coelomic brown bodies	GEONAMES:3411923	NE Atlantic (Arcachon)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Himasthla leptosoma	RO:0002444	parasite of		Leptosynapta inhaerens	In body wall, at base of buccal tentacles; sometimes within coelomic brown bodies	GEONAMES:3411923	NE Atlantic (Arcachon)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Himasthla leptosoma	RO:0002444	parasite of		Leptosynapta galliennei	In body wall, at base of buccal tentacles; sometimes within coelomic brown bodies	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Himasthla leptosoma	RO:0002444	parasite of		Leptosynapta inhaerens	In body wall, at base of buccal tentacles; sometimes within coelomic brown bodies	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Ixoreis psychropotae	RO:0002444	parasite of		Psychropotes longicauda	Mostly gut-associated hemal system; coelomic cavity)	GEONAMES:2960858	N.E. Atlantic (Bay of Biscay: deep sea)	44	-4		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis brachycercus	RO:0002444	parasite of		Chirodata laevis	Gut-associated hemal system; coelomic cavity	GEONAMES:3411923	N.W. Atlantic (St. Andrews, New Brunswick)	40	-40		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis cucumariae	RO:0002444	parasite of		Pawsonia saxicola	Respiratory trees	GEONAMES:2649991	English Channel (Plymouth)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis foliacea	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:2649991	English Channel (Plymouth)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis foliacea	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:2649991	English Channel (Wimereux)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis foliacea	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:363196	Mediterranean Sea (Naples)	34	20		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis latifronsi	RO:0002444	parasite of		Brisaster latifrons	Coelomic cavity	GEONAMES:4030875	N.E. Pacific (off Oregon coast)	30	-170		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis microspora	RO:0002444	parasite of		Spatangus purpuratus	Coelomic cavity	GEONAMES:2649991	English Channel	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis minchini	RO:0002444	parasite of		Pawsonia saxicola	Body wall (coelomic side)	GEONAMES:2649991	English Channel (Plymouth)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis oregonensis	RO:0002444	parasite of		Brisaster latifrons	Coelomic cavity	GEONAMES:4030875	N.E. Pacific (off Oregon coast)	30	-170		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis schneideri	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:2649991	English Channel (Cabourg)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
	Lithocystis schneideri	RO:0002444	parasite of		Echinocardium cordatum	Coelomic cavity	GEONAMES:2649991	English Channel (Dunkerque)	50	-1		doi:10.3354/dao002147	Jangoux, M. 1986 Diseases of Echinodermata. I. Agents microorganisms and protistans Diseases of Aquatic Organisms (Impact Factor: 1.59) 2:147-162. doi:10.3354/dao002147
