sourceTaxonId	sourceTaxonName	interactionTypeId	interactionTypeName	targetTaxonId	targetTaxonName	LocationinhostName	localityId	localityName	decimalLatitude	decimalLongitude	observationDateTime	referenceDoi	referenceCitation
	Zoogonus rubellus	RO:0002444	parasite of		Arbacia punctulata	Presumably in muscles of Aristotle's lantern	GEONAMES:3411923	NW Atlantic (Woods Hole)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Zoogonus	RO:0002444	parasite of		Psammechinus miliaris	In muscles of Aristotle's lantern	GEONAMES:2960848	North Sea (Boulogne)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
	Zoogonus	RO:0002444	parasite of		Psammechinus miliaris	In muscles of Aristotle's lantern	GEONAMES:2960848	North Sea (Wimereux)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Leptosynapta galliennei	In gonads and coelom wall of ophiuroids; on body wall of holothuroids (at base of buccal tentacles)	GEONAMES:3411923	NE Atlantic (Arcachon)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Leptosynapta inhaerens	In gonads and coelom wall of ophiuroids; on body wall of holothuroids (at base of buccal tentacles)	GEONAMES:3411923	NE Atlantic (Arcachon)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Ophiothrix fragilis	In gonads and coelom wall of ophiuroids; on body wall of holothuroids (at base of buccal tentacles)	GEONAMES:3411923	NE Atlantic (Arcachon)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Ophiura albida	In gonads and coelom wall of ophiuroids; on body wall of holothuroids (at base of buccal tentacles)	GEONAMES:3411923	NE Atlantic (Arcachon)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Leptosynapta galliennei	In gonads and coelom wall of ophiuroids; on body wall of holothuroids (at base of buccal tentacles)	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Leptosynapta inhaerens	In gonads and coelom wall of ophiuroids; on body wall of holothuroids (at base of buccal tentacles)	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Ophiothrix fragilis	In gonads and coelom wall of ophiuroids; on body wall of holothuroids (at base of buccal tentacles)	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Ophiura albida	In gonads and coelom wall of ophiuroids; on body wall of holothuroids (at base of buccal tentacles)	GEONAMES:3411923	NE Atlantic (Roscoff)	40	-40		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Ophiura albida	Mostly between arm vertebrae (natural infestation); also within disc (gonads, water vascular system, mesenteries) (experimental infestation)	GEONAMES:2960848	North Sea (Kattegat, Øresund)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Ophiura robusta	Mostly between arm vertebrae (natural infestation); also within disc (gonads, water vascular system, mesenteries) (experimental infestation)	GEONAMES:2960848	North Sea (Kattegat, Øresund)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
EOL:590340	Zoopongoides viviparus	RO:0002444	parasite of		Ophiura texturata	Mostly between arm vertebrae (natural infestation); also within disc (gonads, water vascular system, mesenteries) (experimental infestation)	GEONAMES:2960848	North Sea (Kattegat, Øresund)	55.3333	3		doi:10.3354/dao002205	Jangoux, M. Diseases of Echinodermata. II. Agents Metazoans (Mesozoa to Bryozoa). Diseases of Aquatic Organisms, 1986, 205-34.
